Ensembl_ID	count	chromosome	start	end
ENSG00000164729	0.0	17	35192520	35194523
ENSG00000172296	149.0	20	13008979	13169103
ENSG00000172292	2175.0	2	168455862	168775137
ENSG00000136695	0.0	2	113058638	113065382
ENSG00000066926	2551.0	18	57548283	57586772
ENSG00000179218	171374.0	19	12938578	12944489
ENSG00000258992	0.0	Y	9466955	9469748
ENSG00000066923	31.0	7	100177563	100221488
ENSG00000066294	0.0	1	160541095	160579516
ENSG00000118307	11.0	12	25108420	25195162
ENSG00000282872	0.0	1	26164161	26168581
ENSG00000263639	0.0	10	46033307	46046269
ENSG00000118873	8105.44	1	220148293	220272454
ENSG00000094661	0.0	19	15082211	15092970
ENSG00000114331	9915.0	3	195274736	195443078
ENSG00000118655	606.0	1	113905141	113914086
ENSG00000118308	7.0	12	25004342	25108334
ENSG00000110987	540.0	12	122019422	122062044
ENSG00000165841	0.0	10	94762624	94853260
ENSG00000188554	12379.0	17	43170481	43211689
ENSG00000177946	311.0	16	89969791	89972534
ENSG00000136694	0.0	2	113005461	113008044
ENSG00000138375	812.0	2	216412414	216483053
ENSG00000164808	2322.0	8	47260575	47736306
ENSG00000213822	0.0	19	51478622	51490952
ENSG00000163870	706.0	3	127573069	127598251
ENSG00000138378	17.0	2	191029576	191151596
ENSG00000138379	1.0	2	190055697	190062729
ENSG00000227268	62.0	10	87859161	87863437
ENSG00000144580	5907.0	2	218568580	218597080
ENSG00000117360	4188.0	1	150321476	150353195
ENSG00000144583	444.0	2	216257865	216372027
ENSG00000112486	0.82	6	167111807	167139696
ENSG00000258790	504.39	14	35122549	35317474
ENSG00000136697	0.0	2	113067970	113075850
ENSG00000050767	0.0	5	178237618	178590555
ENSG00000244486	407.08	22	20424815	20437826
ENSG00000062485	5608.93	12	56271699	56300392
ENSG00000225805	0.0	11	71878453	71884561
ENSG00000105723	462.68	19	42230186	42242625
ENSG00000244482	0.0	19	54236592	54242791
ENSG00000005961	6.0	17	44372180	44389505
ENSG00000186577	187.0	6	34246380	34249470
ENSG00000181499	0.0	11	123942785	123943873
ENSG00000186575	20282.0	22	29603556	29698598
ENSG00000162913	13.0	1	228203506	228213664
ENSG00000157093	0.0	3	42397078	42410600
ENSG00000162882	0.0	2	42767089	42792593
ENSG00000229314	1.0	9	114323056	114326475
ENSG00000186579	0.0	8	7825172	7829053
ENSG00000158246	769.0	1	27005020	27012836
ENSG00000158715	117.0	1	205657851	205680459
ENSG00000158716	55.0	1	159780932	159782543
ENSG00000153767	2193.0	3	120742637	120783069
ENSG00000158710	11153.99	1	159918107	159925732
ENSG00000158711	4966.0	1	205597556	205631962
ENSG00000101966	4223.0	X	123859724	123913979
ENSG00000055044	3715.0	2	202265716	202303666
ENSG00000141034	642.0	17	18039292	18068404
ENSG00000137601	840.0	4	169392857	169612629
ENSG00000133983	1687.6	14	70325081	70359731
ENSG00000133980	0.0	14	74303069	74360008
ENSG00000141030	5176.0	17	17246820	17281293
ENSG00000172878	252.0	2	171999583	172082430
ENSG00000164463	2014.0	5	173056352	173139284
ENSG00000164465	2581.0	6	117453817	117569858
ENSG00000163295	0.0	2	232456123	232460032
ENSG00000100568	5740.0	14	67647075	67674831
ENSG00000164466	10259.0	5	175477062	175529742
ENSG00000198862	10582.0	21	28928144	28992956
ENSG00000198863	890.0	17	42980565	42993690
ENSG00000129197	1047.0	17	5419641	5432876
ENSG00000100565	0.0	14	76826372	76870302
ENSG00000196104	0.0	4	166733384	167234796
ENSG00000155760	9750.0	2	202034587	202038445
ENSG00000155761	4.0	1	117953861	118185223
ENSG00000130958	468.0	9	96320706	96383710
ENSG00000244734	0.0	11	5225464	5229395
ENSG00000120899	118.0	8	27311482	27459391
ENSG00000182004	1601.96	1	203861603	203870550
ENSG00000130950	0.0	9	94318196	94328644
ENSG00000006453	251.0	7	98291651	98401068
ENSG00000212993	1.0	8	127414290	127420069
ENSG00000157895	939.0	12	121000486	121016502
ENSG00000130956	798.0	9	96450201	96491336
ENSG00000282827	111.69	3	48446846	48467645
ENSG00000157540	4797.0	21	37365790	37517450
ENSG00000173473	8218.0	3	47585272	47782106
ENSG00000157542	6.0	21	37607376	37916446
ENSG00000186710	0.0	12	113149858	113159276
ENSG00000186716	3859.52	22	23179704	23318037
ENSG00000122674	2048.7	7	5898725	5926550
ENSG00000186714	0.0	11	32602246	32794658
ENSG00000077157	1381.0	1	202348699	202592706
ENSG00000204165	0.0	X	71103889	71106788
ENSG00000122679	0.0	7	45157791	45186302
ENSG00000077152	1027.0	1	202331657	202341980
ENSG00000077150	1434.0	10	102394110	102402529
ENSG00000204160	613.0	1	26826710	26857602
ENSG00000189169	0.0	21	44697172	44698044
ENSG00000174123	0.0	4	38772239	38782990
ENSG00000174437	29868.0	12	110280756	110351093
ENSG00000196526	13714.0	4	7758714	7939926
ENSG00000164645	0.0	7	88794106	88795721
ENSG00000181924	1987.0	11	73872667	73876988
ENSG00000164647	182.0	7	90154375	90164829
ENSG00000162910	622.0	1	228106679	228109312
ENSG00000103145	126.0	16	3022620	3024286
ENSG00000206107	0.0	21	30337013	30337694
ENSG00000206106	0.0	21	30590105	30590397
ENSG00000206105	0.0	21	30620627	30620850
ENSG00000160181	0.0	21	42346357	42351128
ENSG00000206102	0.0	21	31038159	31038476
ENSG00000171206	1185.0	10	102644496	102658407
ENSG00000155495	0.0	X	141903894	141909388
ENSG00000183638	2.0	8	10606349	10712187
ENSG00000100697	9751.0	14	95086228	95158010
ENSG00000227059	0.0	12	133218312	133236095
ENSG00000183024	0.0	17	3126584	3127581
ENSG00000196482	80.0	1	216503246	217137755
ENSG00000161036	727.0	7	102464929	102473168
ENSG00000161031	0.0	19	15468645	15498956
ENSG00000144026	696.82	2	95147330	95165413
ENSG00000095574	528.0	10	122990806	123008817
ENSG00000254685	1914.25	1	74198212	74234086
ENSG00000270898	7.13	2	53670293	53860160
ENSG00000240871	0.0	17	41084150	41085141
ENSG00000205309	10.0	17	17303335	17347663
ENSG00000160188	1.0	21	42472486	42496354
ENSG00000036828	0.0	3	122183683	122291629
ENSG00000257335	0.0	7	141907813	142106747
ENSG00000250486	40.0	4	164956948	164959122
ENSG00000170893	0.0	3	129974305	129977938
ENSG00000198015	6683.55	12	93467488	93516213
ENSG00000007520	1388.0	16	1349240	1351911
ENSG00000148158	5783.0	9	112750838	112881671
ENSG00000081665	775.0	19	19785839	19821751
ENSG00000116560	11228.0	1	35176378	35193148
ENSG00000269437	0.0	X	102360395	102463274
ENSG00000182472	0.0	19	38730187	38769904
ENSG00000182473	11595.0	17	76081017	76121576
ENSG00000130377	0.0	19	6135247	6193094
ENSG00000139131	1294.0	12	32727490	32755902
ENSG00000139133	431.33	12	34022281	34029694
ENSG00000139132	1542.0	12	32399529	32646050
ENSG00000198677	28713.0	5	95463895	95555007
ENSG00000256683	785.0	19	51964343	51986856
ENSG00000174669	4.0	11	66362521	66372214
ENSG00000107518	17.0	10	115093365	115948992
ENSG00000089159	2123.0	12	120210439	120265771
ENSG00000223569	0.0	4	9234385	9236334
ENSG00000125931	7.0	X	72301638	72307187
ENSG00000151006	70.61	16	31083425	31089628
ENSG00000063601	2303.0	X	150692971	150765103
ENSG00000278129	1500.19	19	58278951	58302805
ENSG00000145864	0.0	5	161288429	161549044
ENSG00000106772	377.0	9	76611376	76906087
ENSG00000145860	6008.0	5	159157409	159210053
ENSG00000145861	54.0	5	160347751	160370641
ENSG00000125378	127.0	14	53949736	53958761
ENSG00000099977	718.82	22	23971365	23980469
ENSG00000154016	2.42	17	19020673	19047637
ENSG00000170175	118.0	17	7445061	7457707
ENSG00000053918	0.0	11	2444684	2849109
ENSG00000270099	0.0	10	95860548	95924844
ENSG00000198783	648.0	17	34961530	34963775
ENSG00000128609	790.0	7	123536997	123558255
ENSG00000198780	15.0	5	74777574	74866951
ENSG00000153531	91.0	13	113399610	113453524
ENSG00000197928	334.0	19	53235381	53254898
ENSG00000120324	10.28	5	141192353	141195642
ENSG00000150712	2636.0	5	32226994	32313009
ENSG00000197921	0.0	1	2528745	2530245
ENSG00000131910	0.0	1	26911489	26913966
ENSG00000260342	37.98	16	18788063	18801519
ENSG00000175764	102.0	9	121821928	122093606
ENSG00000125257	9614.0	13	95019829	95301446
ENSG00000161692	245.0	17	44708608	44752264
ENSG00000198218	5583.0	3	49029707	49094363
ENSG00000180525	58.0	10	649948	669581
ENSG00000103047	2528.0	16	68843604	69085180
ENSG00000162885	2197.0	1	235449923	235504481
ENSG00000087253	2021.0	16	55508998	55586670
ENSG00000140632	2121.0	16	4803203	4847342
ENSG00000241685	13588.01	7	99325910	99366262
ENSG00000169251	6026.0	3	161104696	161253532
ENSG00000129351	9995.0	19	10654261	10692417
ENSG00000169252	465.0	5	148825245	148828687
ENSG00000169255	612.0	3	161083883	161105384
ENSG00000129355	109.0	19	10566462	10569059
ENSG00000140326	503.0	15	42723559	42737126
ENSG00000147889	356.0	9	21967753	21995301
ENSG00000164649	2679.0	7	21900900	21946084
ENSG00000169258	347.0	5	176595802	176610133
ENSG00000183873	217.0	3	38548057	38649673
ENSG00000151718	4343.0	4	183099293	183320777
ENSG00000166106	542.0	11	130448974	130476641
ENSG00000160349	0.0	9	135521438	135526532
ENSG00000183876	919.0	5	150296343	150339307
ENSG00000167693	3155.0	17	799313	979770
ENSG00000189292	0.0	2	279558	288851
ENSG00000247077	2816.0	12	132710819	132722734
ENSG00000231852	0.0	6	32038265	32041670
ENSG00000167695	938.0	17	732412	742972
ENSG00000280537	4.47	2	219075329	219170827
ENSG00000171401	8.0	17	41500981	41505705
ENSG00000204366	139.0	6	31899607	31901992
ENSG00000124203	0.0	20	59123381	59259113
ENSG00000189298	513.0	6	28349914	28369177
ENSG00000171405	0.0	X	52812204	52818301
ENSG00000205903	553.0	7	6637322	6656432
ENSG00000124207	12304.0	20	49046246	49096960
ENSG00000116285	8945.0	1	8004404	8026308
ENSG00000161960	110781.3	17	7572706	7579005
ENSG00000036530	14.0	14	99684304	99727301
ENSG00000079263	38.17	2	230203110	230313215
ENSG00000166394	117.0	11	7665100	7677222
ENSG00000096746	999.0	10	68331174	68343191
ENSG00000135472	48.0	12	49866896	49904217
ENSG00000128606	13567.0	7	102912991	102944949
ENSG00000142675	5.0	1	26177403	26189886
ENSG00000082068	2798.0	5	37379212	37753435
ENSG00000142677	0.0	1	24119771	24143121
ENSG00000185122	660.0	8	144291591	144314722
ENSG00000255245	0.0	11	117820163	117876667
ENSG00000185127	3527.0	6	169702190	169704856
ENSG00000158764	0.0	1	160945025	160954799
ENSG00000169035	0.0	19	50976482	50984099
ENSG00000006210	8.0	16	57372458	57385048
ENSG00000102053	29.0	X	65366638	65507887
ENSG00000169031	0.0	2	227164565	227314792
ENSG00000276234	1026.0	17	37406874	37479730
ENSG00000177752	0.0	4	44622065	44678556
ENSG00000102128	17.81	X	102937272	102938300
ENSG00000213218	0.0	17	63872012	63873766
ENSG00000106178	0.0	7	75811665	75823356
ENSG00000180016	0.0	17	3397104	3398410
ENSG00000196620	0.0	4	68646630	68670628
ENSG00000213213	2.95	9	136796350	136807741
ENSG00000131943	1318.0	19	29698886	29715789
ENSG00000102125	177.0	X	154411518	154421726
ENSG00000186075	0.0	17	39868164	39877896
ENSG00000109118	1279.0	17	28905250	28951771
ENSG00000214842	0.0	2	17510584	17518439
ENSG00000153902	0.0	19	35124513	35142451
ENSG00000092330	1162.0	14	24239643	24242674
ENSG00000109111	8443.0	17	28662091	28702684
ENSG00000276231	0.0	17	8802723	8867677
ENSG00000105479	6.0	19	48296457	48321894
ENSG00000198092	0.0	4	68053198	68129880
ENSG00000164961	5233.0	8	125024260	125091840
ENSG00000255307	1.0	11	6169330	6170408
ENSG00000255302	20315.0	15	48877886	48880183
ENSG00000189326	0.0	X	143025918	143034702
ENSG00000198090	0.0	17	41139433	41140487
ENSG00000125354	991.0	X	119615724	119693370
ENSG00000152620	1714.0	5	36192592	36242279
ENSG00000130529	203.0	19	49157741	49211836
ENSG00000106397	1713.0	7	101205977	101218420
ENSG00000232113	0.0	1	173635333	173637134
ENSG00000197562	494.0	16	589357	629272
ENSG00000198258	1524.0	19	9827892	9830115
ENSG00000102870	1873.0	16	30778449	30787202
ENSG00000156711	125.0	6	36127809	36144524
ENSG00000134077	2488.0	3	9362842	9386791
ENSG00000180773	1970.0	11	93144171	93197964
ENSG00000143851	0.0	1	202147013	202161588
ENSG00000102699	8595.0	13	24420926	24512810
ENSG00000042088	2316.0	14	89954939	90044768
ENSG00000134072	1029.0	3	9757342	9769992
ENSG00000106399	507.0	7	7636518	7718607
ENSG00000128000	2026.38	19	40028260	40056209
ENSG00000105613	4.0	19	12833951	12874951
ENSG00000275023	1005.0	17	38705542	38729803
ENSG00000105610	0.0	19	12884423	12887181
ENSG00000105617	211.0	19	54155161	54159882
ENSG00000135299	11.0	6	89433170	89633834
ENSG00000166348	839.0	10	73497538	73625953
ENSG00000166349	105.0	11	36510709	36593156
ENSG00000002822	2217.0	7	1815793	2233243
ENSG00000166347	1031.0	18	74250847	74292016
ENSG00000105619	315.0	19	54107013	54115675
ENSG00000105618	2919.0	19	54115410	54131719
ENSG00000166342	21.0	18	72742314	72868146
ENSG00000009844	5808.0	6	142147162	142224689
ENSG00000166340	637.0	11	6612763	6619461
ENSG00000147573	1520.0	8	66126896	66175487
ENSG00000176387	0.0	16	67430652	67437553
ENSG00000176386	924.52	9	113255835	113275589
ENSG00000176383	8.0	12	122203543	122208952
ENSG00000176381	0.0	6	166305300	166308448
ENSG00000225327	0.0	8	7976393	7977985
ENSG00000125356	724.0	X	119871487	119876662
ENSG00000068976	6.0	11	64746389	64760297
ENSG00000068971	453.0	11	64917553	64934473
ENSG00000123094	6381.0	12	25959029	26079892
ENSG00000104611	2110.0	8	19313617	19396218
ENSG00000136925	1826.0	9	97600080	97633575
ENSG00000243910	0.0	2	219253243	219272188
ENSG00000175416	3452.0	5	176392455	176416569
ENSG00000184524	39.0	11	787104	790123
ENSG00000104613	2912.0	8	19817140	19852083
ENSG00000136929	0.0	9	97926791	97944856
ENSG00000178971	144.0	17	8224821	8248044
ENSG00000196976	136.0	X	154477769	154479257
ENSG00000168619	0.0	8	39584489	39730064
ENSG00000168348	0.0	14	35534042	35537054
ENSG00000231051	0.0	4	9348893	9350485
ENSG00000130304	430.0	19	17468769	17506168
ENSG00000167525	11.0	17	28703197	28711854
ENSG00000146700	13.0	7	76389334	76409695
ENSG00000163866	2016.0	1	34712737	34859816
ENSG00000163867	1050.87	1	34986165	35031968
ENSG00000163644	876.0	4	88257620	88284769
ENSG00000189120	9.0	17	47844908	47855874
ENSG00000167523	68.0	16	89657802	89671272
ENSG00000167522	2431.92	16	89267627	89490561
ENSG00000054277	1315.0	1	241590102	241677376
ENSG00000166128	9890.0	15	63189469	63267782
ENSG00000188659	5.0	15	82262810	82284930
ENSG00000142892	3151.0	1	77088990	77219430
ENSG00000166123	1871.0	16	46884378	46931297
ENSG00000182272	466.0	11	369796	382116
ENSG00000166126	2.0	14	102922656	102933596
ENSG00000154917	24.0	3	133824239	133895836
ENSG00000273899	620.54	22	37681673	37693478
ENSG00000154914	1.0	17	9644698	9729691
ENSG00000108641	365.0	17	19337554	19378182
ENSG00000147654	316.0	8	109539711	109565996
ENSG00000183549	0.0	16	20409534	20441336
ENSG00000205659	500.0	14	74084796	74201235
ENSG00000157399	41.0	X	2934632	2968310
ENSG00000186965	0.0	21	30487057	30487436
ENSG00000186967	0.0	21	30496824	30497133
ENSG00000106829	4586.0	9	79571773	79726882
ENSG00000099377	593.0	16	30985207	30989152
ENSG00000153246	84.0	2	159932006	160062610
ENSG00000162745	20.0	1	161983192	162023854
ENSG00000169884	5.0	12	48965340	48971763
ENSG00000157379	274.0	14	24290598	24299833
ENSG00000115216	7243.0	2	27427790	27442259
ENSG00000147123	701.0	X	47142216	47145504
ENSG00000106823	9.0	9	92493554	92536655
ENSG00000119227	3.0	3	196946343	196969060
ENSG00000137434	1.0	6	10671418	10694797
ENSG00000115211	2177.0	2	27364352	27370486
ENSG00000125351	87.0	X	119805311	119852998
ENSG00000164219	2444.0	5	115204012	115262872
ENSG00000259305	27.32	8	123226189	123274284
ENSG00000261717	11.16	16	75412684	75464706
ENSG00000023902	2783.0	1	150149183	150164720
ENSG00000165923	21.0	11	47659591	47715389
ENSG00000136999	32.0	8	119416306	119424353
ENSG00000161849	0.0	12	52377812	52385652
ENSG00000023909	1916.0	1	93885205	93909456
ENSG00000214595	11.0	2	54723499	54972025
ENSG00000255872	0.71	9	37588413	38068687
ENSG00000268629	0.0	X	105218929	105220674
ENSG00000213064	11582.0	1	168225938	168253025
ENSG00000177868	142.0	1	42807052	42817252
ENSG00000070371	996.0	22	19179473	19291716
ENSG00000125650	54.0	19	6375148	6379058
ENSG00000131116	375.0	19	43607219	43619874
ENSG00000160584	1221.0	11	116843402	117098437
ENSG00000165699	4959.0	9	132891348	132944633
ENSG00000126787	3405.0	14	55148112	55191678
ENSG00000108465	2446.0	17	47967810	47981774
ENSG00000126785	492.0	14	63204114	63293219
ENSG00000165695	4.0	9	132725578	132878777
ENSG00000204287	0.0	6	32439842	32445046
ENSG00000108469	503.0	17	75626845	75667189
ENSG00000108468	3372.0	17	48070052	48101521
ENSG00000164746	0.0	7	48035511	48061304
ENSG00000132915	0.0	5	149857955	149944793
ENSG00000177034	2299.0	5	79976731	79991262
ENSG00000164211	4755.0	5	111496033	111512590
ENSG00000145040	17.0	3	48561727	48563773
ENSG00000145041	3137.0	3	51395867	51500002
ENSG00000153093	0.0	2	110732573	111118222
ENSG00000183273	0.0	12	119334712	119541047
ENSG00000129518	1779.0	14	34515929	34539711
ENSG00000158014	0.0	1	26037252	26046133
ENSG00000133065	737.0	1	205789093	205813748
ENSG00000138744	513.0	4	75913657	75941051
ENSG00000133067	0.0	1	202193901	202319781
ENSG00000127838	349.0	2	218270392	218346793
ENSG00000138741	235.0	4	121879027	121951754
ENSG00000236362	0.0	X	49551278	49568218
ENSG00000133063	1.0	1	203212827	203273641
ENSG00000136045	11288.0	12	107685732	107713167
ENSG00000024048	10870.0	6	42564062	42693504
ENSG00000198417	1.0	16	56657694	56660698
ENSG00000127831	0.0	2	218419092	218453295
ENSG00000164743	196.0	8	13566843	13568287
ENSG00000127837	4248.0	2	218264123	218270257
ENSG00000127780	0.0	17	3432870	3433841
ENSG00000180061	1.0	19	55312801	55334048
ENSG00000103184	1.0	16	4958317	5019158
ENSG00000130561	0.0	2	233307816	233347055
ENSG00000157978	302.0	1	25543580	25568886
ENSG00000173809	8.0	19	32719753	32829580
ENSG00000165775	1614.0	X	155025980	155060303
ENSG00000139832	147.0	13	110523066	110561733
ENSG00000104299	659.0	8	28767661	28890242
ENSG00000187080	0.0	1	247965233	247966386
ENSG00000173801	1129.0	17	41754604	41786931
ENSG00000147912	997.57	9	37510892	37576349
ENSG00000173805	1.0	17	41717742	41734644
ENSG00000165478	2.0	11	124919193	124936412
ENSG00000100266	7690.0	22	42835412	43015145
ENSG00000187082	0.0	8	7482504	7486400
ENSG00000185721	5259.0	22	31399523	31530634
ENSG00000175097	0.0	11	36575574	36598279
ENSG00000165471	0.0	10	52765380	52771700
ENSG00000099985	1.0	22	30262829	30266840
ENSG00000165475	372.0	13	20403667	20525857
ENSG00000165474	9.0	13	20187470	20192898
ENSG00000185728	7531.0	8	63168553	63212786
ENSG00000196208	0.0	2	11482341	11642788
ENSG00000196209	0.0	20	1470741	1491587
ENSG00000154370	585.0	1	228393673	228406840
ENSG00000153896	256.0	19	34758076	34773229
ENSG00000101577	3078.0	18	2916994	3013315
ENSG00000101574	523.0	18	2537525	2571509
ENSG00000214338	98.96	6	127472794	127519191
ENSG00000174600	0.0	12	108288044	108339341
ENSG00000214336	0.0	2	88446787	88452656
ENSG00000153898	55.0	1	84925583	84997113
ENSG00000185504	683.0	17	81539885	81553961
ENSG00000214046	2202.61	19	16630751	16660442
ENSG00000174606	2544.0	1	212992182	213015826
ENSG00000171530	379.0	5	77691166	77868780
ENSG00000143321	6717.0	1	156742107	156766925
ENSG00000172468	0.0	Y	18546671	18588963
ENSG00000164871	0.0	8	7442684	7463674
ENSG00000103121	909.0	16	80966448	81020270
ENSG00000164877	422.0	7	1428465	1459502
ENSG00000253276	2529.0	7	106656765	106660996
ENSG00000164879	0.0	8	85373436	85449040
ENSG00000172466	7779.0	18	35332212	35345482
ENSG00000172464	0.0	11	56641466	56642471
ENSG00000172465	421.0	X	103628704	103630953
ENSG00000011426	21543.0	7	36389806	36453791
ENSG00000214954	3.0	8	91101832	91219236
ENSG00000233608	511.0	2	238848032	238910543
ENSG00000089063	3347.0	20	5068232	5113103
ENSG00000236980	0.0	3	49177632	49191858
ENSG00000236981	0.0	11	124023013	124023948
ENSG00000113212	22.0	5	141172619	141176383
ENSG00000198010	0.0	8	737596	1708474
ENSG00000186038	0.0	3	184097064	184106995
ENSG00000143320	143.0	1	156699606	156705816
ENSG00000119919	0.0	10	99532933	99536524
ENSG00000129187	4144.0	4	182890060	182917936
ENSG00000010610	382.0	12	6786858	6820808
ENSG00000145451	0.0	4	174636914	174829314
ENSG00000228486	29.0	2	97664217	97703064
ENSG00000085719	12655.0	8	86514427	86561498
ENSG00000090554	14.55	19	49474207	49486231
ENSG00000119913	0.0	10	112283735	112305035
ENSG00000119912	4419.0	10	92451684	92574076
ENSG00000119915	6.0	10	102226328	102229589
ENSG00000187730	2.0	1	2019298	2030758
ENSG00000119917	569.0	10	89327894	89340971
ENSG00000136848	841.0	9	121567057	121785530
ENSG00000133895	588.0	11	64803510	64811294
ENSG00000026508	34820.0	11	35138870	35232402
ENSG00000232264	0.0	4	9325165	9327116
ENSG00000205155	287.0	19	35745114	35747519
ENSG00000255374	46.82	12	11091287	11092313
ENSG00000198797	1.0	1	177171497	177282422
ENSG00000148444	710.16	10	22315974	22320308
ENSG00000101216	691.0	20	63587602	63627041
ENSG00000112297	315.0	6	106360808	106571978
ENSG00000116977	3317.0	1	236518000	236552981
ENSG00000150275	0.0	10	53802771	55627942
ENSG00000116791	2653.0	1	74705482	74733408
ENSG00000112293	11.0	6	24424565	24495205
ENSG00000163431	5366.0	1	201896452	201946588
ENSG00000112290	255.0	6	110099819	110180004
ENSG00000196576	9990.0	22	50274979	50307627
ENSG00000104432	4.0	8	78675743	78805523
ENSG00000241563	1.0	1	10449719	10451902
ENSG00000104435	0.0	8	79610814	79666175
ENSG00000112299	2.0	6	132681590	132714049
ENSG00000174177	588.0	16	88706463	88715386
ENSG00000141385	4874.0	18	12328944	12377314
ENSG00000107165	25.0	9	12685439	12710290
ENSG00000107164	3366.0	9	130578965	130638352
ENSG00000205269	97.0	6	11538278	11583524
ENSG00000141384	110.0	18	26225936	26391685
ENSG00000003056	7657.0	12	8940363	8949955
ENSG00000270136	7.02	1	19596979	19658056
ENSG00000166068	9083.0	15	38252326	38357249
ENSG00000006025	379.0	17	47807372	47821834
ENSG00000101935	2861.0	X	110194186	110440233
ENSG00000271605	5.0	17	64449037	64468643
ENSG00000213341	3564.0	10	100188298	100229619
ENSG00000084070	2786.0	1	40344850	40423326
ENSG00000213029	0.36	1	229304857	229305504
ENSG00000158901	0.0	20	45551153	45579326
ENSG00000213024	2457.83	19	49906825	49929763
ENSG00000176542	2112.0	3	113648385	113696646
ENSG00000213022	0.0	19	51003111	51009634
ENSG00000213023	1.0	19	50621307	50639827
ENSG00000213020	784.0	19	52702813	52735073
ENSG00000141380	10664.0	18	26016253	26091217
ENSG00000164256	0.0	5	23443586	23528597
ENSG00000184897	128.0	3	129314771	129316277
ENSG00000184895	0.0	Y	2786855	2787699
ENSG00000164252	2621.0	5	77029251	77065234
ENSG00000164253	4370.0	5	77425970	77620611
ENSG00000164251	723.0	5	76818933	76835315
ENSG00000164692	191321.0	7	94394561	94431232
ENSG00000128581	654.0	7	101313367	101321823
ENSG00000171241	3234.0	16	46580554	46621626
ENSG00000184898	282.0	2	151247940	151261879
ENSG00000128585	12066.0	7	131110096	131496636
ENSG00000100221	3256.0	22	38685543	38701556
ENSG00000120756	142.0	3	142596387	142713664
ENSG00000100731	11086.0	14	70907405	71115382
ENSG00000155530	7.0	7	134127299	134264591
ENSG00000130749	617.0	19	47064187	47113752
ENSG00000130748	107.0	19	47045907	47048630
ENSG00000100227	2798.0	22	42583721	42614962
ENSG00000155026	0.0	7	5925550	5970683
ENSG00000100228	261.0	22	23145326	23164350
ENSG00000100739	1794.83	14	96255824	96268967
ENSG00000164691	1.0	6	159034468	159045152
ENSG00000130741	29198.39	X	24054716	24077971
ENSG00000197008	326.0	7	64794388	64833681
ENSG00000197558	0.0	7	149776042	149833979
ENSG00000176974	483.0	17	18327860	18363563
ENSG00000140798	1.0	16	48082973	48156018
ENSG00000151632	45.6	10	4987400	5018031
ENSG00000176601	0.0	2	134964491	135047468
ENSG00000176971	417.0	11	26994184	26996121
ENSG00000101856	6695.0	X	119236245	119244466
ENSG00000176973	452.09	11	65572349	65574198
ENSG00000053702	15.0	12	2825348	2835544
ENSG00000176978	528.0	9	137110542	137115177
ENSG00000176979	0.0	4	165031953	165041744
ENSG00000092871	1574.4	17	35005990	35089319
ENSG00000249437	155.24	5	70968483	71025114
ENSG00000125522	0.0	20	64105820	64107171
ENSG00000125520	345.0	20	63739861	63743505
ENSG00000154122	503.0	5	14704804	14871778
ENSG00000128294	2718.0	22	26521983	26596717
ENSG00000100028	2555.0	22	24555503	24609980
ENSG00000204991	46.0	16	89818179	89871319
ENSG00000120699	942.0	13	36998816	37009613
ENSG00000198062	0.0	22	15690026	15721631
ENSG00000134245	79.0	1	112466541	112530165
ENSG00000182809	582.0	14	105472962	105480170
ENSG00000134247	200.0	1	116910057	116990358
ENSG00000144320	7672.0	2	175923892	176002839
ENSG00000178115	18.94	15	30552078	30562501
ENSG00000134242	31.0	1	113813811	113871759
ENSG00000143443	46.0	1	151047740	151051986
ENSG00000197226	2589.0	5	179862066	179907859
ENSG00000134248	2002.0	1	110401249	110407942
ENSG00000013810	1009.0	4	1721490	1745176
ENSG00000124920	215.0	11	61752642	61788518
ENSG00000075429	1.0	17	66835117	66885486
ENSG00000125304	14399.0	13	99501417	99564006
ENSG00000170270	287.0	14	93202894	93207094
ENSG00000075420	24303.0	3	172039628	172401665
ENSG00000204104	810.0	2	238320441	238400900
ENSG00000100811	5310.0	14	100238298	100282792
ENSG00000100934	47461.0	14	39031919	39109646
ENSG00000174206	464.0	12	64186316	64222296
ENSG00000161204	2220.0	3	184186023	184194012
ENSG00000078618	7544.0	1	51789191	51878937
ENSG00000188508	0.0	19	35487324	35495558
ENSG00000160404	53.0	9	127731524	127735317
ENSG00000160401	0.0	9	127706989	127716002
ENSG00000196600	0.0	11	63163776	63229652
ENSG00000198774	28.0	12	85800697	85836570
ENSG00000110075	16057.0	11	68460731	68615334
ENSG00000160408	2261.0	9	127885321	127905408
ENSG00000072518	545.0	11	63838928	63911019
ENSG00000147596	0.0	8	70051651	70071693
ENSG00000069764	0.0	16	14672545	14694669
ENSG00000248933	0.0	4	9267619	9269570
ENSG00000188177	775.0	2	112275594	112340063
ENSG00000189350	13.0	2	28956611	29061373
ENSG00000167751	0.0	19	50861568	50880567
ENSG00000167757	0.0	19	51022216	51028039
ENSG00000167754	0.0	19	50943303	50953093
ENSG00000144369	4936.0	2	186693971	186765965
ENSG00000188171	253.61	19	20620061	20661596
ENSG00000178773	333.0	16	89575768	89597246
ENSG00000154127	7893.0	11	122655675	122814473
ENSG00000075391	4046.0	1	178094141	178484147
ENSG00000103429	3504.0	16	14632815	14669236
ENSG00000103426	45.65	16	4340251	4420494
ENSG00000182118	303.0	1	231018958	231040246
ENSG00000075399	135.0	16	89707134	89720986
ENSG00000103423	2880.0	16	4425805	4456775
ENSG00000169750	180.0	17	82031624	82034204
